comment,sentiment
rip all of the better content creators and talented youtuber's that were replaced by pretty faces and Middle School level cool kids,Positive
i wanna back to 2016,Neutral
I want YouTube to release an official statement explaining why Ryan Higa hasn't been in YouTube Rewind since 2013,Neutral
4:48 me when I didn't know who 9/10 of all these guys were,Neutral
I bet this years will be full of fortnite ,Positive
2016 was such a goated year. It feels like life peeked there.,Neutral
Predictions for 2017 Rewind:,Neutral
who else recognised only .0000000000000000000000001% of the ppl in this,Neutral
Every year I recognize less and less people,Neutral
2025 Anyone???,Neutral
If 2015 us watched this video they would probably want to stay in 2015,Neutral
Rewind 2017 should be ... interesting,Positive
"This perfectly sums up 2016, cringy and just plain awful.",Neutral
This rewind was the best. I miss 2016.,Positive
Who else didn't know half of these people......,Neutral
2016 is going to go down as one of the worst years I have ever lived in,Negative
I don't know 70% of them and I watch YT daily,Neutral
Kinda weird how this trend died out,Negative
"I don't want to rewind 2016 again, thank you very much.",Positive
"Now, I'll wait for PornHub Rewind",Neutral
"Isn't it funny that YouTube is playing ""I'm sorry"" in their reflection of the year?",Neutral
2016 was 9 years ago..,Neutral
"Is it just me, or do I not recognize almost anyone",Neutral
am i the only one who doesnt know half of them?,Neutral
"People who were missing and would've totally completed this video : Shane Dawson, Colleen Ballinger n Miranda Sings, FouseyTube, Tyler Oakley, FazeRain,Leafyishere and Ryan Higa. WTF YOUTUBE!!???!",Negative
"Listen, who lives a life without youtube",Neutral
Who tf are most of these people,Positive
WHO ARE YOU PEOPLE?!,Neutral
BTW why is damn Daniel here but not harambe I'm triggered now,Neutral
"This was the peak, it's all been downhill since 2016",Neutral
Who is watching this December 11th 2016?,Neutral
Rewind 2019 sucked harder then the kids in the Gogurt ads,Neutral
Expecting fidget spinners on 2017 rewind,Neutral
This was peak life,Neutral
"Hey YouTube for 2020 do something like this, not a top 10, not a terrible poopy campfire story rewind.",Neutral
that moment you dont know most of the Youtubers in the video,Positive
when your favorite youtuber isn't in this....,Positive
“Wish we could turn back time… to the good ol days”,Positive
"I feel like the more youtubers they add every year, the less youtubers i recognize",Neutral
"Gotta be honest, I didn't recognize like 90% of these people.",Positive
Is It bad that I barely know half of theses YouTubers? Probably not,Negative
everything happened in 2016,Neutral
had to come back and get old vibes again in 2025,Neutral
its not #youtuberewind its actualy #EverythingWrongWithSociety,Neutral
am i the only one who doesnt know like 95% of these people ?,Neutral
"should have ended with keemstar saying ""why am I still getting hate?""",Negative
It's been forever hasn't it YouTube...,Neutral
Seems like the gaming community could've gotten more recognition here,Positive
I feel like every year the YouTube rewind gets worser and worse every time they release it.,Negative
I didn't know like 80% of the people in this,Neutral
I miss when youtube and its content creators cared about the community,Neutral
People they missed:,Neutral
"i guess i have missed quite much of youtubes 2016, knew like 4 ppl from this vid :D",Positive
"So where are the actual trends of 2016? Harambe, The Election, We Are # 1 etc etc etc ",Neutral
2016 The best year ever..,Positive
like si hablas español,Neutral
When you only recognize 5 people,Neutral
Since when does The Rock have a youtube channel?,Neutral
This was the best one and best year I had,Positive
im i the one who only knew 20% of the youtubers shown in this,Neutral
And I thought 2016 couldn't get any worse...,Negative
30% YouTubers that no one knows,Neutral
"watching this in january 2025, i would’ve been 15 when this came out. the memories and nostalgia just from this video that i completely forgot about, wow. goosebumps.",Neutral
What the hell does the rock have to do with YouTube 2016,Neutral
we already know 1000 degree knife is going to be on 2017,Neutral
Where was Harambe? He was one of the biggest icons of 2016. And don't say it's because he is only a meme. Damn Daniel is a meme and the video was on snapchat not YouTube.,Neutral
the nostalgia is crazy,Negative
I know less and less of the youtubers every year,Neutral
I miss 2012 youtube rewind i actully saw familiar faces.,Positive
Almost 0 of these people I recognize and I've been here since 2012.,Neutral
"Dang,the nostalgia,I feel so old,time FLIES.2016 was such a good year.I miss this era honestly.",Positive
congratulations the video is perfect and fantastici love youtube,Positive
"Damn Daniel isn't even a YouTuber but yet he still got a longer spot then jack, and lots of big youtubers aren't even here, like come on YouTube",Neutral
2016 really is the worst year ever. ..,Negative
3:24 That buildup gives me chills,Neutral
I feel like this is the worst Rewind yet... They missed a ton of stuff and only included cringy memes and trends....,Negative
"Was it just me, or were the actually good YouTubers largely underepresentated in this Rewind?",Positive
who should've been in this 2016 rewind ,Neutral
take me back to 2016 where life felt awesome.,Positive
No Robbie Rotten? Nutshack? Bee Movie?,Neutral
- No harambe,Neutral
Not only has 2016 been a bad year but now rewind this year is awful as well!! Great,Negative
"This was literally the best yt rewind ever, watching this on 2025, I miss the old times",Positive
Damn 2016 was a bad year.,Negative
2016 and no mention of Harambe. I'm ashamed.,Neutral
I didnt know 40% of these people and ive been watching youtube since it was created.,Neutral
ABSOULUTE CINEMA,Neutral
"And for the 3rd straight year,",Neutral
2017 YouTube rewind,Neutral
"I'M PISSED!! They didn't include me!!! 36 subs is good enough, right?",Positive
I am a time traveller and youtube is not the same anymore,Neutral
Is it bad that I enjoyed Reryan more,Neutral
"Guys, I just realized. This rewind really is a representation of this year. A shitty rewind for a shitty year!",Positive
That awkward moment when you don't know most of these YouTubers....,Neutral
Per covid era was something else.,Neutral
Who else has no clue who half these people are,Neutral
"""Aw, yusss! Rewind 2016!""",Neutral
Watched this so many times and the only thing I can say is,Positive
"i miss these vibes, i miss the rewinds",Neutral
Who came here after dunkey's rewind?,Neutral
"where is ""we are number one?""",Neutral
"Is it bad that I didn't even know 75% of the cucks that were in this video? I only knew the REALLY iconic ones (PewDiePie, Rhett and Link, etc.)",Neutral
NO AI IDENTIFICATION,Neutral
99percent of you won't see this cause over a thousand comments come in every day but if you do see this have a amazing Monday,Positive
Why did pewdiepie have such a small part,Neutral
"Missed some mega youtubers: Zoella, ThatcherJoe, Nigahiga, Tyler Oakley, MyLifeAsEva, Reaction time, Smosh, Miranda, etc...",Neutral
Rip rewind,Neutral
les français vous êtes la ??,Neutral
"Where is Smosh , Tyler Oakley , FineBros , Guava Juice &  Ryan Higa?",Neutral
"wow youtube. only using normie memes. what about harambe, dat boi, we are number 1, SpongeBob and earrape. not to mention leaving out keemstar, idubbztv, filthy frank, h3h3 and dj khaled",Negative
When humanity was in its prime :(,Negative
Am I literally the only one here thinking that youtube put botted views and likes on this? Cause in all seriousness Idfk think 2 million people would think this is good.,Positive
Literally who are these people?,Neutral
THE THINGS MISSING FROM THIS REWIND,Negative
Thanks algorithm,Positive
This video reminds me how much awful music has been released in 2016.,Negative
A shitty YouTube Rewind for a shitty 2016. Good job :),Positive
I only know 18 people out of this whole thing thats kinda sad,Neutral
The fact people in 2018 were saying the past is better.. wish they saw us now yearning for 2018 to be back..,Neutral
"Wait a second, where was MARINA JOYCE.",Neutral
"Not to be rude but pewdiepie rececently but a milestone YouTube never though they could acomplish, so why is here only in here for like 10-15 seconds or less?",Neutral
I know like 5 of these people,Neutral
9 years ago,Neutral
Where is We are Number One,Neutral
honestly disapointed,Positive
OMG YOU PUT POLISH MOUNTAIN IN HERE BUT NOT SIMPLY NAILOGICAL!!!!!!!!!!!!!!!,Neutral
Oh man did we take this for granted,Neutral
"Reading the comments , I think I'm the only one who found it cool ",Neutral
I watch YouTube every day and I don't know who any of these fuckin' people are.,Neutral
"Um, I can't be the only one thinking...",Neutral
The whole decae of the 2010s felt like eternal summer,Positive
"WHERES SMOSH? Omg, am I getting old because I barely know half of these people!",Neutral
PewDiePie deserved a bigger role...,Neutral
Officially the most boring YouTube rewind EVER. Don't care about it. 2016 was a joke.,Negative
"wow, i still miss this, it was great",Positive
"Funny how pewdiepie has the most subscribers on youtube,, and he's on for like what? Barely 5 seconds?",Positive
dunkey's youtube rewind is better,Positive
You can't Ignore Filthy Frank much longer Youtube,Negative
"this is genuinely gut wrenching, miss these days everyday",Neutral
"I don't know what every else thinks, but I think this rewind sucked this year.",Neutral
ok YouTubers I know: Dan & Phil ,Positive
Is it bad that i don't know 97% of these people?,Negative
This was crazy to watch in 2025,Negative
"I would have died laughing if trump appeared saying ""I will build a wall"" ",Neutral
"Haven't heard or even seen about 95% of these ""YouTubers""",Neutral
"what, no Harambe or US election? They were impossible to avoid...",Negative
"Watching this in 2025 reminds me how amazing life was in 2025, we took it for granted. And the 2020's is pathetic compared to this era",Neutral
this year wasn't special.like this youtube rewind,Neutral
"Should be ""YouTube Cringe Montage 2016""",Neutral
"Yup, I barely recognize any of these Youtubers... So many important people missing Youtube! And I wanted Harambe dammit!",Neutral
Prime YouTube at its finest ,Neutral
I guess 2016 all in all was a pretty generic year.,Neutral
"To be honest, 2016 was terrible.",Negative
Just a couple things YouTube missed:,Neutral
I'm from the future. The past was the best,Positive
you didn't even mention harambe,Neutral
Let's celebrate the worst year in YouTube's history.,Negative
It's stuck at 50 million views to    represent Pewdiepies channel death,Neutral
only the goats are still here in 2025. legendary rewind. please bring it back ,Positive
"Wow this video was disappointing, just like 2016",Negative
where are the glowing 1000 knives wheres harambe?,Neutral
And as usual I have no idea who 95% of these people are.. Do I like live under a rock,Neutral
life was at its peak bro holy ,Neutral
Well this is the cringeist rewind of all,Neutral
This is the best Cringe Compilation on YouTube.,Positive
Literally no one im subscribed to in this,Neutral
Best era ever,Positive
And the question is .. WHERE TF IS HARAMBE,Neutral
disliked.. not even one Harambe reference,Negative
shame they don't put pink guy in,Neutral
These were my guilty pleasure ngl ,Negative
WHERE IS NIGAHIGA?,Neutral
Why does YouTube not listen:,Neutral
Am I supposed to know who any of these people are?,Neutral
Este siempre será el mejor YouTube Rewind ️,Neutral
These get worse and worse every year,Negative
This is clearly the worst youtube rewind yet.,Negative
This was basically a bunch of random people that almost no-one knows doing random stuff.,Negative
2016 : DAP the coolest thing ,Neutral
Who thinks this is the worst youtube rewind,Negative
So many bad thing about this years rewind.,Neutral
"Wow, this really was as bad as everyone says :)",Neutral
i love how ppl in the comment 8 years ago are shitting on how bad the year was but for us as a memory 2016 was the the best yearr for everyone,Positive
I think this year was the worst YouTube rewind..,Negative
"Wow ok, this was pretty terrible..",Neutral
Am I the only one that thought this year was full of nothing but cringe?,Neutral
The nostalgia...,Neutral
THEY FORGOT HARAMBE AND TRUMP,Neutral
"pewdiepie should have gotten more screentime, not Dan and Phil, or those other dumbass you tubers. He is the KING of YouTube, and deserves more.",Positive
They had the polish mountain but no simplynailogical?,Neutral
"Ughhh, this was the year to be aliveeeee  future don’t look too bright yall",Positive
Why the heck is sorry in there it was LAST YEAR,Negative
As usual they still pick mostly the worst songs..,Negative
Can I have likes for saying this is the worst rewind ever made?,Negative
2025 anyone...?,Neutral
"This video is bad, this year was bad, youtube 2016 was bad, most of these youtubers are bad, the trends portrayed in this video are really bad and you should feel bad.",Negative
Everything I hate in one video,Negative
#YoutubeIsDying,Neutral
Times have changed…,Neutral
Am I the only one who just realized how cringe this whole rewind thing is?,Neutral
this is the worst rewind ever....,Negative
"I hate how they include little girl trends and cringey memes, but no actual real memes.",Neutral
Nostalgia is gonn be the death of me,Neutral
also why did 2016 have loads of cringy trends,Neutral
This was the worst rewind yet,Negative
"probably the worst rewind so far, I'm sorry but that's just my opinion",Negative
"god you can just tell the timeline did infact split in 2016, what a different time",Neutral
"Lol funny that the song is ""sorry""... it's too late now to say sorry Youtube, after all the bs you pulled in the past year on us creators",Neutral
"Nothing like youtube rewind to remind you that 2016 was all idiotic trends, bad music, and cool people dying.",Negative
hm,Neutral
The transitions from 2:16 to 2:30 are still so good to this day.,Positive
"who are these people? The only ones I recognize are those that you can't avoid missing unless u literally never visit the internet. the music stinked. where is Harambe? where are the gamer YouTubers? I only saw like 3 compared to the hundreds there are. you know gaming makes up 50% of YouTube right? Might as well call this ""YouTubers that brought the most revenue for the company 2016""",Neutral
"YouTube when making this: Hey! Instead of actually reflecting on those who actually had an impact on the YouTube community in this, let's put people who aren't even YouTubers and bloggers with overreacting click bait titles to appeal to the teenage girls who think everything is real, and put in those cringe challenges that they thought were good at any point in time, and to top it all off, we'll put the worst remix you've ever heard in the background! That sounds like a great idea!",Neutral
Lol someone just told me that the people in this video were supposed to be famous Youtubers,Positive
The best rewind! Excelent!,Positive
Nice cringe compilation.,Positive
"This is more like ""vine"" rewind. And seriously YouTube! The bottle flip is 2k15 get a life",Neutral
"Everyone: ""so in 2019 Lets's ser everyone likes",Neutral
I’m from the far future and….where cooked.,Neutral
This get's gayer and gayer every year,Neutral
Like si hablas español. :v,Neutral
Never seen so many irrelevant youtubers in one video,Neutral
Just realized how ionic 2016 was what a year,Neutral
"this was the WORST rewind. it's literally ALL trends. all of it. It's just a bunch of celebrities dancing to their music which is honestly terrible. it's just a bunch of auto-tune BS. No YouTuber references, or anything. just a bunch of people doing stupid trends.",Negative
This year had the worst music.,Negative
Who agrees 2016 has been a preaty shitty year,Neutral
Goddamit i miss YouTube rewind everything was better back than.,Positive
This rewind was probably the worst one ever,Negative
This is the worst YouTube rewind ever,Negative
It's obvious this was made by 40 year olds who asked their children what the most popular memes where.,Positive
"We didn't know it, but this was YouTube at its peak",Neutral
I Can't Believe I'm Gonna Say This But This YouTube Rewind Sucked ,Neutral
Bring back rewind,Neutral
"Here I am, a small creator from Nepal! 🇳🇵 I just want to say thank you, YouTube, for giving us such an amazing platform to share our passion and creativity.  @YouTube",Neutral
yall need to bring back 2016 man,Neutral
A good day in 2025 felt like everyday in 2016,Positive
The vibes in this are just immaculate. Here's to the golden days.,Positive
"youtube went downhill when rewind stopped, it may be cringe but we were free",Positive
Back again after watching this 7 years ago and this is pure nostalgia ,Neutral
Those days ,Neutral
Anyone hear with me? Well anyways I’m gonna ruin my good mood by watching rewind 2018,Positive
I chose this video because it’s the most popular and STOP THE AI AGE,Positive
I am from 2025 this was the best time,Positive
I WANT GO BACK TO 2016,Neutral
i’m from the future ,Neutral
Who else misses these days,Neutral
They need to bring these back,Neutral
took it for granted.....we all miss 2016 ,Neutral
Remember this like you we did NOTHING TO YOU SML WILL NOT STOP TILL HES 40,Neutral
How lucky I was to experience YouTube rewinds for the first time ,Positive
dang 8 years goes fast,Positive
MELHOR ÉPOCA DA MINHA VIDA ,Neutral
Life peaked here,Neutral
Rewatching the prime. Take me back!,Neutral
Watching this in 2025 made me cry a little.,Neutral
….good ol’ times.,Neutral
im from the future and the future is BAD,Negative
the air was different,Neutral
"Man this makes me sad, I miss this Era, I can’t believe I was only 15 at this time and now I’m going on 24 this year",Negative
2016 was a great year in America!,Positive
Best year of my life,Positive
2025 anyone?,Neutral
God I'm sad of how much worse life has gotten since this,Negative
Ahh I instantly cried 🥹 good old times.,Positive
From 2025 and this 2016 is the best year,Positive
"I’m from the future and it’s god awful, if you’re reading this and you haven’t moved timelines… STAY THERE FOREVER",Negative
The days when skibidi wasn’t a thing,Neutral
I used to hate youtube rewind. But watching it now gives me nostalgic memories. ,Negative
who is here in 2025,Neutral
"extraño estos tiempos , 14 años mirando esto y ahora con 23 me da nostalgia",Neutral
This was when YouTube completely took a nose dive in quality. They started supporting Corporations and Celebrities over the people who made YouTube great.,Positive
Geez Dan and phill opening the YouTube rewind what a year,Neutral
Came back for some good nostalgia,Positive
I hate 2025. I want to go back to 2016,Negative
Never thought this would be one of the most nostalgic year of my life,Neutral
miss this era sm,Neutral
Man the nostalgia this video gives,Neutral
Life used to vibrate,Neutral
Who’s here in 2025? I better not see any people stuck before that.,Positive
The internet is soulless now; the youth have no clue what they lost,Neutral
"No, ""I'm"" from this future. ",Neutral
Kinda miss these,Neutral
"Now, bro, I’m from the future remember when dad was a thing",Neutral
Im further from the future it got worse,Neutral
I’m from the future future and it was better back then,Neutral
watching this in 2025 seeing the comments miss this video from 2018 is crazy because today everyone misses 2018,Negative
Estos videos son una cápsula del tiempo,Neutral
Ohhh man miss the old days ,Neutral
Tbh i dont understand the dislikes. For me its good,Positive
We had it so good bro,Positive
1:48 the tool belts are empty because they dont even know what would be in one,Neutral
Bro got his nose pierced ,Neutral
"Hiiiii i miss this era, whos here in 2025?",Neutral
It’s 2025 and I miss this year,Neutral
Sorry I can’t watch this because of 2 unskippable ads ,Negative
"época legendaria, no la supe valorar",Neutral
Can we start a petition for rewind videos to YouTube again like brooo its been so longgg,Neutral
"The golden age of YouTube, they jumped shark on 2017 lmao",Positive
2025 anyone? ,Neutral
Wish to go back to this era ,Neutral
2016 the start of overall decline,Neutral
From the future and everything has gone downhill,Neutral
this will almost be 10 years ago...,Neutral
Que hermosos ver a estos maestros del YouTube.  Ellos sí bailaban.,Neutral
2025 llévame de vuelta al 2016,Neutral
it’s been more that FIVE years since we were all happy.,Positive
What I would do to go back,Neutral
Anyone here in 2025 for the vibes?,Neutral
Anyone March 2025 like lets see how much this video is still popular,Positive
bring this backkkkkkkkkkkkkkk,Neutral
I'm from the future it's pretty boring now but this days were so cool singers sadly now some are only good ,Neutral
"""we ain't never gettin older""",Neutral
To this day I don't know who half of these people are.,Neutral
"I am here again, my last time in here was in when this was released. It gave me happines back then, now it gives shivers down to my spine. Nostalgia is so epic.",Neutral
This was the best one,Positive
"2018 ppl complaining about 2016,meanwhile i cant even have a look for 2025,but 20th celebration was amazing ngl",Positive
Anyone 2025?,Neutral
8 years ago is crazy,Negative
Anybody in 2025? ,Neutral
it’s now 2025… i miss 2016 so much,Positive
the best youtube rewind,Positive
"Well well well YouTube posted a rewind of 2016… BUT GUESS WHAT, IM FROM 2025!",Neutral
future bad guyss,Negative
I’m from the further future. He won again,Neutral
YA QUIERO VOLVER A ESA EPOCA LA RPTM ,Neutral
and they stopped doing Rewind because people started complaining about it and taking it too seriously ,Negative
please bring rewind backkkkk @youtube,Neutral
I miss my old years ,Neutral
old but gold ahh video,Neutral
These times were so fire,Neutral
I’m more from the future and future doesn’t look good,Positive
"Omg, it's the worst feeling NOSTALGIA , I'll do everything to go back on 2016",Negative
まさかのピコ太郎出てるの草,Neutral
Im from the future we are in hell,Neutral
I gotta say this was pretty cringe but I still want YouTube Rewinds back to keep track of stuff years later,Neutral
I misss 2016,Neutral
The best era of YouTube,Positive
"Let's be honest, past was great",Positive
This actually made me feel something,Neutral
Youtube rewind this year,Neutral
Literally the best year OAT,Positive
2025 and this song is just everything I need to bring back 2016 ,Neutral
I am also from the future I think it’s not that bad but not that good,Neutral
"This is the first time I've heard this song and it gave me goosebumps. It's a song full of YouTube that you can't get on YouTube these days, and it brings back memories.",Neutral
take me back to these days,Neutral
2:18 this is our entire childhood. crazy how none of the timed people found this lol ,Neutral
"This never gets old or boring . Peak YouTube ! People aren’t really doing anything on YouTube now a days . Creators are dead , videos are posted for views",Negative
Back when youtube didnt hace youtube SHORTS,Neutral
I miss this years man  Whos from 2025?,Neutral
Lets make 2026 the better 2016,Positive
This was a different time back then,Neutral
YouTube Prime Time 🩵,Neutral
"The ability of humans to come together and make something extraordinary is amazing, why have we stopped?",Positive
omg the nostalgia,Neutral
2025 people,Neutral
missed this,Neutral
SML,Neutral
one of the best times for youtube and the world tbh,Positive
This is for spanish community,Neutral
"Went back here because 2024 rewind has no soul, I don't care if call me old for saying this.",Neutral
Anybody 2025?,Neutral
Man.. YouTube rewinds use to be fun,Positive
Last good rewind ,Positive
why'd they stop this,Neutral
2025 anyone?,Neutral
Im a time traveler from 2025 its not good,Negative
 yes ,Neutral
Bring back SML!!!,Neutral
This has to be the best rewind,Positive
They should have kept doing these,Neutral
I’m from the future and you don’t remember who any of the people in this video are,Neutral
It can still be like this yall just gotta be yall selfs take it back how it use to be if people wanna be an evil person let em  they want bad in the world,Negative
Everyone in 2025 looking for nostalgic feeling,Negative
I’m from the future and 2016-2018 was when life was at its peak,Neutral
W Youtube I love youtube guys Youtube your very cool,Positive
Is this the most dislike button?,Positive
"não fique triste pq acabou, fique feliz porque aconteceu!",Neutral
Grace Helbig     / graciehinabox  ,Neutral
"Remove the AI, for the love of God.",Positive
"Miss all memorable moment, especially the songs",Positive
Here in 2025.,Neutral
