comment,sentiment
"who will listen till 1st October, 2035 too..",Neutral
I listen to this song every night before I go to bed ,Neutral
I found a love for me,Positive
2018? I ADORE THIS SONG!,Neutral
Whos here in september 2025?,Neutral
This is PERFECT ,Positive
He is making everyone fall in love,Positive
I realy hope i find my love one day,Positive
Who is from January 2026,Neutral
"I just came here, right on time! :P ",Positive
Perfect !,Positive
Imagine singing this and it’s played as a slow song at school dances,Negative
Who come after watching reels and searching for this song,Neutral
"2017,2018,2019..... Who cares about the year? This song is too 'perfect'",Positive
This song make me smile,Positive
When he started to sing to her ,Neutral
Heard a woman sing this on utube.  She had the crowd mesmerized... so rare the vulnerability.  Wish i could sing like i feel inside.  What a gift these singers have.. can share your soul... healing power.,Positive
"This song is our song, we're getting married in February 2022 and plan on dancing to this for our first dance. ",Positive
1 YEAR AGO THIS BEAUTIFUL VIDEO CAME OUT,Positive
This song shows that love is not only sex!,Positive
This song makes me happy for no Reason,Positive
this song have much more felling than other any song this is my favourite song,Neutral
I love his voice even more now,Positive
"I really like ending scene when they are dancing outside at the beginning of the day, feels so quiet. You look perfect tonight... :) kau terlihat begitu sempurna...",Positive
Anyone in 2026?,Neutral
2019 Brazil ,Neutral
I keep coming back to this music video. It's PERFECT,Positive
Ed Sheeran you trapped me under your spell,Negative
This song has been seen and heard by half of the world!,Negative
Who still listening to this song in 2019,Neutral
This song makes me cry.. I hope someone like him will be mine someday...,Neutral
Listen to romantic song but still single ,Neutral
2018-2019 and to be continued,Neutral
AT LEAST WE ALL KNOW THAT SHEERAN IS NOT A ONE HIT WONDER,Negative
"I don't understand myself, I keep coming to this song just to add some more pain to the loneliness that's killing me.",Positive
But some people won’t get to experience real love.. only the lucky ones,Positive
Ed Sheeran song always be naturally,Neutral
Before 1 billion?,Neutral
I will play this music in my wedding day and dance a waltz with my bride  ,Neutral
Perfect * is just so * Perfect!! ,Positive
"Like if Ed Sheeran, is the Best singer of the World. This song is PERFECT",Positive
i cri it's beautiful,Positive
"My crush put their arm around me and this was the Music playing then, and now thinking back on it feels really good",Positive
WHO's here in November 9 2k18? 1 year anniversary of perfect ,Positive
I’m in love with Ed Sheeran hahaha ️,Positive
Cadê os brasileiro que ama essa música ️️,Neutral
A BILLION VIEWS. damn I've watched this way to many times,Positive
Woah woah woah CONGRATS FOR GETTING 2B ,Neutral
listening this on the last day of 2018.. who else ?,Neutral
"what music, beautiful. May love live for those who have it. ",Positive
Still Perfect ,Positive
I FOUND A LOVE ,Positive
October 2018?,Neutral
My birthday was on September 11th and this was the sound I listened to. ,Positive
Who is watching in December 2024 ,Neutral
Ed Sheeran doesn't write songs...,Neutral
I don't have girl friend :( ,Negative
This song made me remember my favorite husband can’t hold the feelings at the moment ,Positive
Simplesmente perfeita pode passar o tempo que for sempre vai ser minha preferida  ,Neutral
"i'm leaving this comment here so after a month or a year when someone likes it, I get reminded of this song",Neutral
" We Were Just Kids When he fell in love, not knowing what it was ",Positive
"It was around 2017 When I met a girl, really had a big crush on her. Talk to her, became friends, now years later she's my girlfriend. We still vibe to this song...",Neutral
I don't have a girlfriend but i feel this song too much.,Positive
Road to 1B,Neutral
Here ED's another 1 billion after shape of you  ,Neutral
Who's here in September 2025!!!,Neutral
"The title itself describes the song..  back here in 2k18,2k19........",Neutral
Someone listening in June 2019?,Neutral
This song makes me wanna love a girl l don't have,Positive
I Love,Positive
Don't say who is here in 2020,Neutral
This reminds of the old days when corona was just a beer.,Neutral
I just need a happier music video and my life is complete,Neutral
Whose in 2025,Neutral
Who’s still listening in 2020?!,Neutral
"Hey There Random person scrolling through the comments  Hope you are having an amazing Day. You Are beautiful and loved, and dont let anyone tell you otherwise. Hope I made your day a little Better. ",Positive
"February 2021, let's see how many people are listening to this masterpiece",Positive
Watching for a millionth time manifesting to dance on this song on my wedding day,Neutral
Algun latino?,Neutral
Esta cancion es de mis favoritas sin duda alguna aun 5 años despues me sigue encantando,Neutral
Who has a habit of reading comments while listening song ,Neutral
"Today I listened this song so much times, this song really can touch my heart. I loved someone she is beautiful and sweet, but I never touch her hand and kiss her, but she will be in my heart forever, because she is good and very good. Yes she also is stronger than anyone I meet.",Positive
November 2018 anyone??? Hope it's not me alone...,Neutral
Who watching in 2077,Neutral
Who loves ed?,Neutral
There's this girl I fell in love with. We've known each other for a while now and have been hanging out and chatting every now and then. This song reminds me of my feelings for her. I will find out if she has the same feeling for me right after my graduation ceremony (will be in June 2026). Wish me luck,Neutral
Wow!! Perfect!! ,Positive
"13 MARCH 2019 , anyone ️️",Neutral
Who else is going into 2018 with this song ?!?,Neutral
why tears in my eyes? ,Neutral
Let's see how many people are watching this in December 2020.,Positive
0%drugs,Neutral
No one should be asking who's still here in 2021. We never left.,Neutral
"Guys suggest to me some more songs like perfect, becz it's very calming and romantic",Positive
No entiendo nada pero lloro igual...jeje,Neutral
 beautiful song ,Positive
Whos in perfect is yes song in 2019,Positive
Perfect again 2018 ? ,Positive
Me encanta esta maldita canción,Neutral
"My boyfriend was at mine today and put this song on cuz I was feeling down  , he danced with me then he started crying saying how much he loves me  and he wants to marry me one day .  I cried with him . If this isnt love I dont know what is  we have agreed itll be our wedding song",Neutral
JESUS IS KING!!! Like if you agree,Neutral
Let's see how many people are still watching during quarantine...,Positive
Perfect - like,Positive
Let's see how many people's watching this in September 2020.,Positive
Can't stop listening to this song.,Neutral
2025 anyone ,Neutral
April 2018? ,Neutral
Just imagine how many people's come here everyday .,Neutral
Who will listen this song for the rest of their life ?????????,Neutral
"This music video combined with this song embodies the meaning of love for me. Every time I watch this video, I feel warm inside and it gives me such a beautiful feeling. I've read many books and seen many films, but none have shown me what love feels like as much as this. Such a masterpiece!",Positive
who else ed sheeran and zoey deutch should have a christmas romance movie,Neutral
Better than duet with Beyonce. Hit like if you agree.This is perfect.,Positive
December 2018 everyone?,Neutral
0.24 Real Magic Stared…,Positive
Idk why but whenever I listen to this Song it misses me someone who doesn't even exist ,Neutral
7 december anyone?,Neutral
Who is Listeningn before Valentine ?,Neutral
The vocals are stunning.,Positive
Whos here before 1 billion??,Neutral
29 June 2018???,Neutral
Who is listening today 🥹,Neutral
wedding song goal who agree? Didnt know i will reach 130 likes....,Neutral
This song is literally an anti- depressant,Neutral
Let see how many people are listening it in december 2020,Positive
dancing in my wedding with this perfect,Positive
1 day,Neutral
Essa música do Ed Sheeran e muito boa,Neutral
Let's be honest guys.,Positive
2025? I miss her so much… ,Neutral
Being an adult was the most absurd dream we had as a child,Neutral
Like si la escuchas en ,Neutral
"Song is ""Perfect""  ",Positive
Nhạc hay quá,Neutral
This song reminds of my boyfriend,Neutral
December 2018?anyone???)),Neutral
She: How much do you love me? ,Positive
Evergreen song ,Neutral
Me always and anytime ,Neutral
The harmony is wonderful.,Positive
"Who,s here in September 2025",Neutral
I felt like i was in a movie. Well done ed.,Neutral
Who were in October 2025?,Neutral
Who is watching this song in 2020 july??,Neutral
"I found a love, for me",Positive
The harmony is wonderful.,Positive
Who's here in October 2025,Neutral
Who is here in october 2025 ,Neutral
"I found a love, for me",Positive
"I found a love, for me",Positive
This is the number of people who thinks Ed Sheeran is one of the best singers. ,Positive
Who here is in 2019 whoot whoot,Neutral
everyone: this song is pure perfect,Positive
Can the new Generation make another masterpiece like this ....Never thank you,Neutral
stop asking who's here in quarantine because everyone is in quarantine,Neutral
Who is watching in June 2024,Neutral
Who going put this song on Valentine’s Day,Neutral
"I love you KG you are my perfect love , AR never forget you ️🇻🇪",Positive
June 2018?? I'm alone,Neutral
Anyone today watching the perfect ,Positive
Anyone August 2024?,Neutral
Most calm and satisfied song i have ever listen...,Positive
Who is better,Positive
I sang perfect to a girl and got a kiss,Positive
This is probably gonna get lost in the comments...,Neutral
September 2025 anyone,Neutral
Algún ser Que hable español en noviembre? Y Que ame está Canción con el alma,Neutral
Fun Fact: The Word “long” is shorter than the word “short”.,Neutral
"YouTube didnt reccomend you this. You searched for it, King.",Neutral
3:45 song at it’s peak,Neutral
"I don't have a girlfriend , but this song makes me feel like I have one...",Neutral
Lol every song I want to play on my wedding is Ed Sheeran's ,Positive
Just imagine how many people come here everyday.,Neutral
I think this song made for us who loved someone more then his/her life,Positive
Who else is  watching   6 September 2018,Neutral
who´s here before 2019?,Neutral
Whose here after watching happier ,Neutral
Just finished watching suits ...it brought me to this amazing song once again,Positive
Quem do Brasil aí em 2019?,Neutral
I found a love for me,Positive
Kto z Polski?,Neutral
Everything is perfect with you.,Positive
When you don’t have a valentine so you just listen to this and cry yourself to sleep..,Neutral
That pizza too looks perfect...,Positive
Da like si la escuchas diciembre 2019 cerca de terminar el año,Neutral
I still love listening to this song very much,Positive
November 2018 ??,Neutral
June 2019 anyone ???,Neutral
Who’s still here after everything that’s happening in the world..,Neutral
My most fav romantic song ever ,Positive
The people who disliked this song don't have souls in their body!!,Negative
"People say that Ed Sheeran have only American fans, like if you aren't American.",Neutral
Soy la unica que habla en español y escucha en 2020,Neutral
I will not give up on you never i was waiting for you all my life  God is big i hope you found your way to come home my love ,Positive
"Really, this is a completely ""perfect"" song..     :-]",Positive
2018?,Neutral
Watching this from Syria,Neutral
Who's were in October 2025?,Neutral
This song makes me miss someone that never existed ,Neutral
This was my proposal song to my ex-gf,Neutral
Am I the only one crying??,Neutral
Is there anyone single and still listening to this romantic song??,Neutral
WAITING TO SEE 2B!!!are you???,Neutral
Brasileiro até chora nessas,Neutral
Anyone in 2019,Neutral
The most PERFECT song that exist ,Positive
I love how a lot of people are here in 2020 while inside their home trying to do something while coronavirus goes on outside,Positive
I am not perfect.....,Negative
Who is here after seeing the music video girl in Justin’s song anyone,Neutral
this was a beautiful song at my dads funeral rip dad i love and miss you loads,Positive
You aren't the only one who's is watching this in 2020 ,Neutral
Are you listening in 2019?,Neutral
"One day, when we are all dead, our comments would still be here.",Negative
Красивая история. ,Neutral
My battery: 1%,Neutral
The dislikes are given by the people who don't have the taste of music.,Neutral
My battery 1%,Neutral
Love his music ,Positive
Hey random guy scrolling through comments,Negative
"I can't wait for comments to say ""who's here after coronavirus.""",Neutral
People watching this video like:,Neutral
This song is perfect ,Positive
Who else single watching this? lol,Positive
"Let's see how many people watching this in December 2020, last month of worst year 2020.",Neutral
2018 October,Neutral
All time favorite song ️️️️,Positive
LOVE YOU ALGUÉM BR AÍ...{2018}♡,Positive
THIS SONG IS THE SONG I WOULD USE FOR MY SPECIAL GIRL AS MY RINGTONE EVERYTIME SHE CALLS ME BUT I DON'T HSVE A GIRL TO SHE MY LOVE WITH,Positive
What on earth are people gonna do by knowing who's watching this song at any point of time ,Neutral
okie girl is here,Neutral
This song kills my emotion...,Neutral
I’ll be back on every year of the next two decades. Remind me.,Neutral
This song makes me think of the boyfriend that I don't have,Neutral
"I really loved him so much i hope that his doing well, i think that's that called unconditional love... whatever he do or say and whatever we come through will always love him and pray for his happiness...",Positive
Everyone: This song is so beautiful,Positive
September 16 who’s listening,Neutral
Deixa o like se vc está lendo esse comentário nessa pandemia,Neutral
BEAUTIFUL THIS SONG. IT TAKES ME BACK MEMORIES,Positive
3 August 2018?,Neutral
"I dont know how come people get so many likes by writing ""November 2018 anyone"" ? ",Positive
¿Soy la unica aqui que habla español? Dale like si hablas español (y auto like),Neutral
"It was her favourite song, It was my favourite too, she was mine(in my dreams). I lost in becoming her favourite person :-)",Positive
All the dislikes are from the people who were crying so much that they couldn't see the like button,Neutral
Was Playing this at full volume . Neighbors called the police,Positive
Apenas os brasileiros vão dar o like.,Neutral
"This song it's so perfect itself, made me cry cause i never fell in love to anyone... but i hope to someday do it",Positive
All the dislikes are from people crying and not being able to see what they touched,Neutral
"OH MY GOSH, THIS VIDEO WAS MADE IN AUSTRIA (TYROL) :oooo i live about a half and a hour away from there  I'm so sad about it ",Neutral
The people who is watching this,Neutral
Ed Sheeran's voice stimulates emotions like no other and he partners well with Dalgit Siigh,Neutral
Alguien 2020? El que no salta es un ingles,Neutral
Anyone here December 2017?,Neutral
this is so cute . . and yet still lonely lol,Positive
"Best song + lyrics in ages   every time when i listen , i go into a fantasy land ️",Positive
2018 anyone??,Neutral
I like to believe that he wasn't actually supposed to lick the post but decided to anyway and they kept the footage in...,Neutral
Why is there even a dislike button? That's supposed to be illegal,Negative
Superbe chanson ,Neutral
This song remind me to my girlfriend that never exist..,Neutral
0% naked women ,Neutral
The 5000 people who disliked have no friends and hearts,Negative
"I love how this song can hit you at any age. I am a 45 year old big strong man, but this cry makes me well up sometimes",Positive
soy la única que habla español en estos momentos,Neutral
"I Remember When The Comment Section Was Normal , Not A Calendar",Neutral
99% of people wont read this but ,Neutral
Missing someone who is no longer with us,Negative
#RelationshipGoals,Neutral
"I know this is late, and someone has probably done it, but... who is here after Ed got married?",Neutral
I dedicated this song to my girlfriend,Neutral
It’s one of the beautiful song ,Positive
My battery: 1%,Neutral
July 2018 ???,Neutral
Sheeran: “Barefoot on the grass!”,Neutral
Ed Sheeran!  NO ROCK  IN RIO - 2026 .. BRASIL 🇧🇷,Neutral
2 billion people are reading the top comment and none will read this one cuz it’s going to drown in the comments!!! BUT I LOVE THIS SONG EVEN 2 YEARS LATER!!!,Positive
Can't believe people can dislike this song.. Pathetic ,Negative
No one:,Neutral
Still the best song even after 7 years ️,Positive
Los que hablamos español déjenmelo saber con un like (Sé que no estoy solo ;),Positive
"Kto z Polski daje like (""-"")",Neutral
October 2018??,Neutral
"What a beautiful woman and what a good man! At this time , my tears is comes out already in my heart. ",Positive
"Funny thing - On the 2nd last day of school, this song was playing the the cafeteria and I saw teachers grabbing their students and singing with them. It was funny! Not to mention I sang too",Neutral
TBH the music video was to good to look at the comment section at the same time haha,Positive
anyone listening from their home while hiding from corona,Neutral
Such incredible talent.,Positive
November 16 2018?,Neutral
I was crying not because I realized I was single but because I fell inlove with a fictional character,Neutral
I am missing my gf after listening to this song.,Negative
"There's nothing like being perfect, everyone has their own good and bad qualities, but not thinking about those things people fall in an unconditional relationship by connecting their soul is love ",Positive
Alguien español?,Neutral
"That was Ellen for me, she's with her parents now, one day we'll be together again. God willing. #cancersucks",Positive
Plot twist: this song is about the kitten,Neutral
"I just sang, and danced to this with my 11 month old granddaughter, this is Friday, and she will be one, on Sunday, and she loved it! I did that with her sister, at the same time, she is 5, now!",Positive
Not suitable for single people on a cold night,Negative
Alguém Brasil final de 2018,Neutral
Missing my girlfriend,Negative
What a truly beautiful song!,Positive
2018/1/1 ???,Neutral
The people who disliked this need a covid test cuz they've got no taste.,Negative
"2:30, when you just....... oh, wait, wrong video",Negative
,Neutral
Kto z polski,Neutral
I am missing my girlfriend who never existed!,Negative
I want to do the same with my girlfriend in the future.,Neutral
4:01,Neutral
they should remove the dislike button in this song,Neutral
no one will know what was written here:>,Neutral
2018!?,Neutral
2025 September anyone??????,Neutral
dislikers were searching for sexual content may be,Positive
2018????,Neutral
2,Neutral
"I love you Luba, always and forever. My beautiful wife, the most beautiful thing my eyes have seen in life.",Positive
(⊙_◎) está canción bailaré en mi graduación (＠_＠;),Positive
"We shared something beautiful and rare… I still feel it every day. You will always have a place in my heart, Erica ",Positive
The best song ever because I always hear it and sing it ,Positive
You deserve the world  man.....u rescued  me ,Neutral
i dont deserve this ... u look perfect tonight ,Positive
"Ede, Vaše podání je tak nádherné.Nikdo Vaši píseň nedokáže tak dokonale zazpívat jen  Vy.A jste přítel do nepohody.",Neutral
Who `s here in september 2025?,Neutral
PERFECT,Positive
What a beautiful song,Positive
素敵な動画、曲が安らぎ、大好き～,Neutral
My gf and I danced to this song last weekend ,Neutral
Why is so much  soothing song ,Positive
3:44 best part ️️,Positive
Anyone from 2025 ?,Neutral
Fell in love .......,Positive
"I so love this music, is my favorite song️",Positive
 ed sheeran perfect wow,Positive
I'M LITERALLY ADDICTED TO THIS ICONIC SONG!!,Neutral
Anyone today?????,Neutral
Such incredible talent.,Positive
Anyone here in 2025 Rwanda 🇷🇼🇷🇼🇷🇼🇷🇼,Neutral
"""Like a soon to be broken man once said, you're either perfect, or you're not me.""",Positive
GO ED SHEERAN,Neutral
Just be happy. And will die ,Positive
"This song used to be our favorite in the early stages of our relationship. Everything was so pure, so innocent, and full of love. Now that we have gone our separate ways from our 8 year relationship, this song will be my reminder of how beautiful our relationship used to be.",Positive
Saudades  meu amor além da vida ,Neutral
Grazie per il tuo meraviglioso genio ,Neutral
Anyone in 2025,Neutral
Still probably his best song for me and I luv the video for it,Positive
"You are special to me, just because",Positive
EU AMO ESSA MÚSICA ,Neutral
My 7months Daughter favourite song ,Neutral
Ts was my childhood song that gave me tears,Neutral
Yes there is.  Its so good!,Positive
Wow is 7 year time is so fast that song was so unstoppable and great ,Positive
Memories ,Neutral
"Close to our hearts this song, ask Farah Khan Ma'am ",Neutral
I wish everyone in this world will have a PERFECT life with their soulmate,Positive
"ᴡʜᴇɴ ɪ ᴀᴍ ꜱᴀᴅ,, ɪ ʟɪꜱᴛᴇɴ ᴛʜɪꜱ ꜱᴏɴɢ ️‍ ʙᴇᴄᴀᴜꜱᴇ ɪᴛ ɪᴛ, ꜱ ᴍʏ ꜰᴀᴠ ꜱᴏɴɢ.",Neutral
I would like to dedicate this song to someone I never knew. He died recently. RIP,Neutral
"Someday, I’ll meet the one who makes this song feel real.",Positive
AMO ESTA CANCIÓN ,Neutral
Met my soulmate summer of July 2018  ,Neutral
Anyone single here? This song is giving different vibe ,Neutral
If you’re here September 2025 please like and may God open every door for you ️,Neutral
"Still searching... I'm feeling like will not.., I will not get my love  in this life..",Positive
Who's still vibing to this perfect jam1st October 2025,Positive
Always this my favourite ed sheerAn waiting for come to melbourne australia ,Neutral
Cette chanson apporte de la chance sur le plan sentimental..il faut l'écouter de temps en temps,Neutral
I love this músic ,Positive
When this song starts.... it hooks my soul....,Neutral
My all-time favorite ,Positive
",who agrees with me?",Neutral
I feel positive after hearing this song ,Positive
"This is amazing, my Bf said this song reminds him of me and now its the same for me",Positive
Who is watching this on 14 September 2026,Neutral
perfect vd. Perfect song.Perfect she,Positive
Nostalgia ,Neutral
The best modern love song in the 21st century so far. Change my mind.,Positive
My ringtone...I love this song ,Positive
Here in my bday,Neutral
Who’s here in september 2025🇹🇬🇹🇬🇹🇬,Neutral
"I left this comment for my love, I really love you so much, I want to be with you forever . But there's nothing I can do, you're not here with me,I really don't know how I will live my life without you, It's midnight and I'm still crying thinking about you but there's nothing I can do. You're far away. You'll always be in my imagination. I'll think about it. This is happiness.  I want to say one thing. I really love you very much my man .",Positive
Beautiful song ,Positive
"Good Evening po Ed Sheeran , Peace ️ and Love  on Earth  always, SpsD ️️.",Positive
"Linda declaração, alguém ouvindo setembro 2025?",Neutral
,Neutral
"GOD FIRST EVERYTHING ELSE SECOND GETS WHAT IT WANTS EVERLASTING, CHARLIE KIRK 1993-2025 RIP",Neutral
Rip Charlie Kirk  ,Neutral
Who's here 2095?...,Neutral
My ex used to sing this to me before disappearing from deep alcoholism and losing the house. I will always cherish the love we shared and the beautiful times we had.,Positive
Who’s looking forward to the 2026 North America Tour?,Neutral
For someone  special,Positive
Great song.,Positive
My favourite song ,Neutral
Estoy enamorada del amor con esta canción,Neutral
HELIX TRIGGER AND TWISTER SLING AROUND THE WORLD,Neutral
Just beautiful.,Positive
Just perfect as title,Positive
অবাক সত্য যে আমাদের স্মৃতি হয়ে যেতে হয় একসময়।স্মৃতিরা বুড়ো হলে আমাদের খারাপ স্মৃতিগুলো কেমন যেনো আনন্দ দেয়। যারা ছিলো এখন নেই হয়তো সুখ তাদের স্বার্থপর বানিয়ে দিয়েছে  অথচ দুঃখের সময় দুঃখগুলো জমা রাখত নির্দ্বিধায়  ২২/০৯/২০২৫,Neutral
I miss true love songs like this September 2025,Positive
At 3:30 the tune is simply awesome,Positive
Wow sans mot de commentaire tellement émouvant,Neutral
Przepiękna piosenka uwielbiam Ja ,Neutral
I used to listen this every day with my grandma when is was little. Good times,Positive
Who's were in September 2100?,Neutral
Sa merite les milliards,Neutral
30/09/25  e eu aqui curtindo Perfect ,Positive
He is a good man,Positive
Who here October 2025 ,Neutral
I found a love  For me ,Positive
Nice song for wedding ,Positive
,Neutral
"Siempre es un te amo, pero nunca un: ️",Neutral
Pure talent broSeptember 2025,Positive
I would get married to this song when I met my person ..x ,Positive
7 years and still we are here,Neutral
My best song I love Ed Sheeran ,Positive
I'm here ,Neutral
2025: Who just came to check the views?,Neutral
"Dieses Lied ist für diejenigen, die sehr verliebt sind: Ich liebe dich wirklich.",Neutral
1:20,Neutral
i will dance this in my wedding,Neutral
Dany family miss you. ,Neutral
"""This song isn’t just music—it’s a moment, a feeling, a memory that never fades. Ed nailed perfection. ️""",Neutral
"i remember this song having like only 200m views, now its 4 billion wow ! Beautiful song ",Positive
I’m here in 2025,Neutral
Anyone in 2025,Neutral
Who is watching in September 2025?,Neutral
Who's here in September 2025 ?,Neutral
all of us in love right?,Positive
Finally 4billion views ,Neutral
juste song,Neutral
I will be here forever....,Neutral
September 13 2025 anyone?,Neutral
"My name is Delia. September 13th was my birthday, and on my birthday I listened to this song a few times. I listen to it every day. This song calms me down a bit, and makes me forget about all the problems I have with my parents, because they hate me, and they always tell me that. My wish and goal for the future is to move to America and be a businesswoman. I want to interact with people in America and make friends and a future there. But I'll have to wait until then, and cry every day...",Neutral
3:39 ️BGM️,Neutral
"Me: Reni Costa from Brazil.I'm a persone who loves Ed Shereen all day, whole year and everywhere. Long life for you Ed and his wife your inpirations to sing:PERFECT.🇬🇧🇬🇧",Neutral
cashmere memories,Neutral
"Who,s here in septembet 2025",Neutral
"When Belly and Conrad get married, this would be the perfect song to play during their wedding  (TSITP).",Positive
I love Ed Sheeran,Positive
Cette chanson ne va jamais vieillir,Neutral
I'm here ,Neutral
Single still listening this at 3 am... What's wrong with me!:),Neutral
เพลงโปรด🇱🇦,Neutral
"this song got selected for my grade as an exam, wish me luck",Neutral
29.9.2025,Neutral
Ed je zázrak dnešní doby když jsem ho slyšela poprvé byla jsem unesna jeho hlasem,Neutral
Congratulations 4 billion views @Edsheeran,Neutral
"I danced to this song at my wedding and this is the first time I've listened to it since we got divorced last year, I wanted to see how far I've come. I'm not at 100% yet but I'm getting there. We'll see again in a year.",Neutral
"I like this song ️️he did Great,also the other song thinking out loud those are my favorite by himgreat job ",Neutral
Such incredible talent.,Positive
This is my dad phone and iam his son iam 8 half ed I'm big fan,Neutral
I am soo dancing with my wife to this song as our first dance in January.,Positive
This song is just beautiful... ,Positive
I want her to feel what I feel…,Neutral
I don't deserve this is what god said to me after she made me just a friend,Neutral
Love this song. Perfect song for a perfect love,Positive
Hate and pain doesn’t have a place in this world except for me,Negative
Time for me to go get my skis out of storage and start getting everything ready for skiing boy am I going to have some fun,Positive
"You are not alone, we are together 27/09/2025 20:20pm Zambia the song is full of memories",Positive
"Great song, wonderful singer.",Positive
4.000.000.000,Neutral
One day i ll do it,Neutral
Most viral song in the world ,Positive
ILove you,Neutral
RIP       Charlie Kirk ,Neutral
The Best song forever.,Positive
4b views is. Crazy,Negative
F.v.t,Neutral
Anyone else here because of the Charlie Kirk clip?,Neutral
Evergreen songs never gonna fade,Neutral
Who's here in sep 2025??,Neutral
still bawling my eyes out to this one,Neutral
Who is here in 2025? DROP a like,Neutral
Why it is perfect as title? ,Positive
Always favourite..! 🩷,Neutral
It's 23 September 2025 attendance time ,Neutral
Who's here in September 2025??,Neutral
I found a man beautiful and sweet and jump in with him I surely will meet I love you like sweet potatoes because they're as sweet as can be because my love you are mine indeed,Positive
"It’s so amazing ~~ this song can touch my heart, I love this song. ",Positive
Proper song x,Neutral
I like this song,Neutral
BEST OF LUCKK,Positive
Masterpiece ️,Neutral
Love you ,Positive
Who's here in September 2025 ?,Neutral
After listening this song I missed my girlfriend ,Neutral
He's Sing A Masterpiece ..............,Neutral
Thank you Jesus for this song ,Neutral
,Neutral
Love ,Positive
Gratidão Ed Sheran.  Realmente perfeita. E pura conexão Divina. Lindíssima.  Parabéns.,Neutral
i like this song,Neutral
Who's here in this year 2025,Neutral
Que suerte me dejaron esa canción para cantar en clases de ingles un temazo,Neutral
Still single and hope I will find one ,Neutral
I will sing this song in my marriage for my love ,Positive
"Lol I met 10 angels ,since 7 years ago",Positive
Who's here in September 2025,Neutral
"Coming from ""in other words"". Someday for you, love of my life",Neutral
Omg ,Neutral
Lovely song,Positive
Perfect song. Legend,Positive
One of the best love song written  - September 2025,Positive
100% Talento nato,Neutral
아가사는 내 운명의 반쪽. 완벽한 후지와라 요시코 사랑한다!,Neutral
just found the song because of the video with charlie kick singing with his friends that song,Neutral
''She looks Perfect. I don't deserve this.'',Positive
1 LIKE = 1 HOUR?,Neutral
"Anyone from September, 2025",Neutral
Love you ed sheeran ,Positive
yo9u bad bay i  love you ed sheeran perfect ki like you,Positive
Forever melody ️️,Neutral
perfect,Positive
perfect,Positive
perfect,Positive
2:59,Neutral
I love the melody.,Positive
All hearts,Neutral
The most beautiful music ,Positive
Легендарная песня,Neutral
,Neutral
Anyone in 2025 September??,Neutral
I'm from Bangladesh ,Neutral
Cette chanson me fait penser à trop de souvenir,Neutral
I met the love of my life in Egypt 🇪🇬,Positive
Imagine listening to this song and you're inlove.... who's smiling while watching ,Neutral
November lover2025,Neutral
"Wonderful Beautiful Perfect song Pearl  ..  true tears, amazing life .. from Poland",Positive
I love this  song so much,Positive
Nice music,Positive
"Everyone who see's this, best wishes... 2026! ",Positive
